video_id,channel_id,channel_name,lean,published_at,year,month,view_count,like_count,comment_count
HkYB_pZjPEM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-20T18:00:19Z,2025,11,605778,3278,1403
yrq7EJgL4_Y,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-20T01:14:47Z,2025,11,33809,1316,460
3Fl4F33Y3so,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-20T00:30:22Z,2025,11,64963,2209,338
gYFjnI-b0mg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-19T22:42:51Z,2025,11,42984,2042,635
zEwXZe8cPoQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-19T19:04:22Z,2025,11,30024,788,72
n_TgAa9uMVc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-19T18:01:06Z,2025,11,619481,5014,1448
iOOOxFaTDFg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-18T23:52:49Z,2025,11,97358,2939,514
h5VVDgUdCro,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-18T22:05:55Z,2025,11,47804,1682,636
mG1ocr2PGlQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-18T18:46:34Z,2025,11,61269,1404,217
R5qWmHn7SUY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-18T18:00:36Z,2025,11,679184,5082,2110
YNZhIHoUcOM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-17T23:07:49Z,2025,11,69344,3075,819
TkvYWPAz1gM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-17T18:01:48Z,2025,11,589573,5058,2781
D4ECc9g6Lt4,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-17T16:24:45Z,2025,11,60209,1706,220
FJPGviHfQeM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-15T15:00:33Z,2025,11,206433,8744,1638
-NGxzda0wjw,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-14T23:04:39Z,2025,11,91077,2944,1763
M1A2BO4tkhE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-14T18:00:22Z,2025,11,632941,4882,1723
Gm7N6-VZ7nQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-14T16:32:56Z,2025,11,74108,2824,232
EUUmqeCskQs,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-14T00:56:50Z,2025,11,105728,2258,353
I99bRD9wQMM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-13T22:24:10Z,2025,11,55173,2337,1410
hYmQ5J_lXtY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-13T18:00:48Z,2025,11,619720,4496,3483
KQjoloomyTc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-13T15:37:32Z,2025,11,43825,1298,242
nBr81y28SwU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-13T01:49:46Z,2025,11,217456,7117,570
pJVh64pf1vg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-12T22:04:52Z,2025,11,147571,5604,4530
MrpKVHd_1No,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-12T18:00:32Z,2025,11,562985,4042,1162
1qoXNrJUdRw,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-11T23:10:53Z,2025,11,42368,2346,115
W1jI0kmL1pE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-11T22:49:43Z,2025,11,50259,2268,1404
k4g4vpR4EaM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-11T18:03:26Z,2025,11,581149,5384,1192
y2yVZw8e7Rc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-10T23:11:20Z,2025,11,68760,2746,293
bknY3dEBlLU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-10T23:01:08Z,2025,11,57257,2498,1811
9tBJ87oJgqg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-10T18:00:24Z,2025,11,625589,5153,1441
_hR2vZ0hB9k,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-08T15:01:09Z,2025,11,45055,2324,1452
5ttm2MKGIVg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-07T23:57:41Z,2025,11,135932,4918,938
yhKn2VEun6E,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-07T21:43:45Z,2025,11,590613,4079,2285
YddVHNdjUDw,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-06T22:25:20Z,2025,11,62285,2227,1426
lbgYBQDTg4g,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-06T21:45:54Z,2025,11,151626,3091,501
ch1qmDW4A04,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-06T18:00:45Z,2025,11,615367,5154,1726
4hMh2RtOcYw,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-05T23:01:44Z,2025,11,91386,3959,3255
W0zdxKrpSPE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-05T21:59:06Z,2025,11,136747,4976,1082
P3cBbwd6Dos,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-05T20:00:17Z,2025,11,722700,9299,3760
R_y_3BWgCmQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-04T22:00:24Z,2025,11,52306,2105,652
mw6KBToSGXc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-04T21:12:19Z,2025,11,83873,1988,132
FwzyDJij_w4,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-04T18:00:28Z,2025,11,712523,6372,2983
n0B2u0Qv9JE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-04T00:33:08Z,2025,11,241690,8986,1051
K6X3dTsCZvQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-03T22:47:15Z,2025,11,90863,4072,935
GvwDXlC6Xas,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-03T21:19:55Z,2025,11,245103,5441,3057
OaRJlL5mOF8,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-03T14:02:09Z,2025,11,1086625,41578,41290
qiHWNyijvqA,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-11-01T14:01:27Z,2025,11,72780,2605,305
Yi-Te9OOtXQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-31T21:59:30Z,2025,10,39846,1670,346
8mcguh-hTi4,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-31T17:00:04Z,2025,10,673881,3988,1123
