video_id,channel_id,channel_name,lean,published_at,year,month,view_count,like_count,comment_count,title
A01JIjDG3Yw,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-09-06T01:30:06Z,2023,9,6473491,420078,6874,New York vs. Middle America
veXEEwHH070,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-08-26T19:00:32Z,2023,8,49165283,2095594,32442,Equality and Opportunity
9ZZzmCfCq4Q,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-08-18T01:00:03Z,2023,8,8512995,440886,36252,Best Self-Defense Weapon?
VBVMiZGFvTY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-08-11T00:00:20Z,2023,8,11149215,647912,8400,He Understood the Assignment
jHfLcPiGbYg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-08-08T02:19:21Z,2023,8,8934344,561789,8953,The Suffering Is The Point
pLdx4S1i-rM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-08-03T00:15:06Z,2023,8,7132033,279083,14124,Pure Intelligence...
FT_VQnRGZSM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-07-19T23:00:14Z,2023,7,10340870,490945,11413,She's Big Mad
rr-4ItkUZXg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-07-14T00:30:22Z,2023,7,5363085,345153,5618,Ben Reacts to Jordan Peterson Impression
9t10pCz9LKs,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-07-07T22:30:01Z,2023,7,8704425,485500,27425,Would You Date a Police Officer? 🚔
64Sc9SL4imM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-07-05T22:30:00Z,2023,7,8914841,562598,5371,Ben Reacts to Jordan Peterson
O0a2OK6tRTg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-07-02T22:30:02Z,2023,7,23422460,1353027,12864,"Rare, a Funny Comedian 🤔"
MUzK28gkd3o,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-06-29T00:30:13Z,2023,6,7909349,370592,6549,Jersey Residents Are Unwell
lit6n-nEKjI,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-06-20T00:15:01Z,2023,6,19565979,1060354,11960,Pro-Life Comedian?
brEeTyvvsdA,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-06-17T00:15:04Z,2023,6,15827542,843004,10422,Got 'Em
t5lQG77XJQo,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-06-15T00:00:19Z,2023,6,14836670,736786,10773,This Is Good 😂
UHFF-5FS9nk,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-06-10T21:15:00Z,2023,6,16551231,701137,49837,Does This Person Vote? 🤔
NWZ__GzL6L8,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-05-27T00:30:15Z,2023,5,13931157,781224,28525,The Tables Have Turned 🫢
wdnlIWu1ER4,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-05-25T00:15:02Z,2023,5,9095021,480386,6693,Last Time Zach Galifianakis Was Funny
6MnBhJJZ_Wc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-05-20T23:00:03Z,2023,5,13134845,974543,7323,That's Offensive 🤧
d0Zll7xznus,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-05-18T23:00:14Z,2023,5,10262814,239173,17376,The Matrix.
495UPPyLPFI,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-05-04T00:45:00Z,2023,5,21901297,1004266,18809,She’s a 10 But...
kE-jabfUlx8,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-04-29T21:00:20Z,2023,4,7916531,493182,9944,Ben Reacts To South Park 👀
nAyUHtyvy7Y,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-04-29T01:00:31Z,2023,4,15580907,727780,7554,Ben Reacts to Family Guy
iuw1MZOjoQ0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-04-24T23:45:01Z,2023,4,17573882,960960,33749,My Gen VS Yours 👀 @TomMacDonaldOfficial
C6cFlSR6_a8,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-04-22T22:00:06Z,2023,4,19246189,1013774,77477,This Is a Teacher? 😳
-KOxSWwQ3AI,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-04-13T00:15:00Z,2023,4,6863360,312947,12303,"""Daddy Called Me a Democrat"""
RsBvKRuf-6U,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-03-25T01:00:14Z,2023,3,7036092,340142,43823,Band-Aids Are Racist? 👀
KOeGCrxYFmg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-03-22T00:45:00Z,2023,3,7853709,426653,48652,Maybe You're The Problem 🤧
t-G3eJn_f20,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-03-21T23:00:33Z,2023,3,7806137,446402,5308,Ben Reacts to Biden Skit
kMUBjqvv8Ag,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-03-19T00:30:14Z,2023,3,12798074,540801,15868,Ben Reacts to Whatever Podcast
yJIm4xXYIQ0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-03-11T17:30:12Z,2023,3,8701111,382835,7460,Ben Reacts to Gold Digger
4mmGYUpKP_U,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-02-25T21:30:01Z,2023,2,2233760,71075,9133,Ben Reacts to Feminist TikTok
U0d4VWGvj1c,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-02-21T22:00:13Z,2023,2,1552770,84816,6304,Chelsea Handler’s Response to Me
3xXLe8hC9oM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-02-18T18:00:02Z,2023,2,2152241,71563,7265,Ben Shapiro Reacts to Woke Feminist TikToks
lZ7FOb6St9o,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-02-03T00:30:30Z,2023,2,1985193,49314,8832,TikTok Gym Women Shaming Men for Glancing at Their Spray-Painted A$$ES
NcYPwsF8FyU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-02-01T23:15:02Z,2023,2,2492039,136991,7236,Dumbest Thing Whoopi Has Ever Said
Crfl-TAnfXY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-01-21T18:30:12Z,2023,1,1657011,74647,12415,This is Weird.
VuEHQwgHKjI,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-01-20T20:47:35Z,2023,1,2035210,72031,29878,My Response to Steven Crowder's Despicable Betrayal
R4cIapZx5Vg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-01-17T23:00:10Z,2023,1,1020335,40731,8172,Ben Reacts To a Void
O5By03X4--8,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-01-04T20:23:05Z,2023,1,2490134,95696,5641,Andrew Tate Predicted His Arrest
GM7Qzk_8m1Q,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2023-01-03T23:30:01Z,2023,1,3051598,93014,14046,Here Is What I Actually Think Of Andrew Tate
DG2YH3EiJSs,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-12-30T22:15:00Z,2022,12,4779376,182121,7237,Ben Reacts to Taylor Swift's Documentary
f-_78a0HXCY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-12-26T17:00:20Z,2022,12,2389915,80363,10444,Ben Shapiro Breaks AI Chatbot (with Facts & Logic)
I0AZJO-41Uo,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-12-25T23:30:03Z,2022,12,6994092,230207,5925,Anything That Comes After Joey Is a Lie
hFyARbpzgxU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-12-22T22:00:14Z,2022,12,2910391,91963,2483,Stacey Abrams’ Staff Can’t Even Pay Their Rent
GVyLTC8O6Dw,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-12-01T01:15:00Z,2022,12,9668238,352193,46471,Ben Reacts to Dylan Mulvaney
N0XlziQBa2g,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-11-28T23:00:24Z,2022,11,8744102,247153,11717,"This Is a Weird Tweet, Tampax."
oF02-9LoPMA,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-11-25T19:15:02Z,2022,11,20102748,1068699,9518,The Eagle Has Landed
bJ9PVjSl1Os,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-11-15T21:30:03Z,2022,11,2813215,103832,13378,What Are Your Pronouns?
RP9nJmIMrHw,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-11-12T17:15:01Z,2022,11,5467306,188236,7584,The Main Reason Kimmel Is Tanking.
-ywiRX3lKwo,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-11-01T20:16:16Z,2022,11,2773955,85848,12709,Two Dudes Pretending to Be Women Get in a Fight
MXJGg1CpJjU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-10-29T16:00:24Z,2022,10,3374331,196605,2852,Elon Is Breaking Big Tech
b_6ALIQIv1s,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-10-20T00:45:00Z,2022,10,3207809,134360,17772,You Can't Be A Woman
xduluDaCZp4,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-10-11T00:15:01Z,2022,10,3735256,166597,8055,This is…Fascinating
uDRhXIXgHxQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-10-08T17:00:36Z,2022,10,3008766,94291,11441,Ben Shapiro REACTS to INSANE Woke Religion TikToks | Part 1
4d6VPu6L-1U,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-10-05T00:00:01Z,2022,10,7767024,311172,40987,Take Your Kids Away From These People
H0OT12mQpN4,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-09-28T22:00:06Z,2022,9,1637620,90892,2598,Men Cannot Become Women.
xrf2j0YQFQA,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-09-25T23:00:31Z,2022,9,1966306,102234,4067,Leftist Says Capitalism Doesn't Work
qkIbw2hFlJk,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-09-23T20:00:13Z,2022,9,1846328,85004,3202,Libs of TikTok Outdid Themselves With This One...
DJNLKJEs-4Y,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-09-22T23:00:07Z,2022,9,1805308,82940,6113,She Is as Sharp as a Marble
giZ5tbesfoM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-09-20T20:00:16Z,2022,9,2448404,86861,2497,3 Rules for Success in America
mD6UeTwJO3U,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-08-28T21:00:26Z,2022,8,2503822,147691,2308,This Ain't Me
W_yRE78iE7k,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-08-27T14:30:09Z,2022,8,1321681,81655,9228,Ben Shapiro Plays Minecraft
EpPfWMHEdyU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-08-26T22:30:00Z,2022,8,825504,51692,6923,I’m Clearly a Very Dangerous Man
kluMcW0k1sQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-08-22T17:45:01Z,2022,8,1637470,92498,12721,She-Hulk Is Complete Garbage
AZEIz3aWSBw,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-08-21T19:00:02Z,2022,8,5594288,298995,14386,This Girl Is Probably More Annoying Than She Says Her Father Is
aEH7BueK_sU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-07-24T19:00:00Z,2022,7,1565606,101131,2214,Here's Why I Do NOT Miss California
icLSlFqSmw0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-07-17T19:00:11Z,2022,7,1776562,82500,5667,"So Many Buzz Words, So Few Arguments"
nmNVMalmO30,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-07-16T15:00:37Z,2022,7,1492726,85000,3793,WHAT? Explain Why This Isn’t the Argument You’re Making
cIwzvkFSSlI,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-07-02T19:00:13Z,2022,7,2047684,93236,3246,The Federal Government Wiped Out Institutional Racism Decades Ago
M90PbojaTCU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-07-02T17:00:09Z,2022,7,3669670,122535,12453,Ben Shapiro REACTS to INSANE Woke TikToks | Volume 11
K10-9rDXG80,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-06-23T19:00:06Z,2022,6,7085563,334040,29369,The BEST Argument for the Existence of God
AaQFJgOUg60,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-06-17T15:00:12Z,2022,6,1036239,65481,2236,The BEST Presidents In History?
iPvcUcX5zBo,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-06-17T00:00:11Z,2022,6,1611263,62761,4450,"Well, He Did It."
AvqUxYSRapo,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-06-12T20:00:01Z,2022,6,1460686,26273,6007,Ben Shapiro Asks Bill Maher If He Would Ever Vote Republican
VTchJrJn8P0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-06-02T23:43:41Z,2022,6,1416426,40479,5644,Ben Shapiro REACTS To The Depp v Heard Verdict | W/ Megyn Kelly
IBMJrUlml-E,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-05-21T00:00:10Z,2022,5,2658492,149762,8742,Gender Is NOT A System Of Oppression
SxxunD1HcFA,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-05-17T23:00:19Z,2022,5,5323294,320645,6398,PROOF: Joe Biden Is In SERIOUS Trouble
Ay0105SHSFc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-05-12T19:45:00Z,2022,5,3576777,116322,13590,WHAT? Does ANYONE Open a Conversation Like This?
iI2VgMf4Bh0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-05-12T18:15:02Z,2022,5,2508119,107252,4491,Musk Derangement Syndrome Is REAL
tbCB6-oY6s0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-05-01T21:00:18Z,2022,5,6445761,311431,5929,The Big Problem With #MeToo
H02PGXzBf50,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-04-30T18:45:22Z,2022,4,3517424,125197,13068,Ben Shapiro REACTS to INSANE Woke TikToks | Volume 10
sMrzNdkQps4,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-04-28T20:12:42Z,2022,4,9820426,196005,26909,"“F*** you, I’m talking!” | Student LOSES IT While Debating Ben Shapiro"
BobDC7L24gY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-04-15T22:30:02Z,2022,4,2004440,76634,5316,The REAL Reason Elon Musk Is Trying to Buy Twitter
OwzROBpMun0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-04-09T14:00:11Z,2022,4,3977014,176169,21735,Ben Shapiro REACTS to INSANE Woke TikToks | Volume 9
MxrghLkJhKY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-04-02T17:00:12Z,2022,4,4116363,184530,10428,Leftist ENRAGED About Being Misgendered
QJLId_JQkIc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-03-28T21:56:20Z,2022,3,3202108,118334,21839,Shapiro REACTS to Will Smith SLAPPING Chris Rock
Rv-4QIl5xLk,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-03-27T22:00:08Z,2022,3,4064311,193380,10419,TikToker Claims GOD Is QUEER
jWXIZoajd1w,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-03-26T20:00:08Z,2022,3,5197313,258595,19318,INSANE Parents Convince Their Boy That’s He’s a Girl
ADlFj-mDyb0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-03-19T14:00:07Z,2022,3,3490874,129993,11753,Ben Shapiro REACTS to INSANE Woke TikToks | Volume 8
XflisXO5mIQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-03-13T12:00:35Z,2022,3,3103674,98524,18344,Bill Maher | The Ben Shapiro Show Sunday Special Ep. 124
QOcHp53XMcs,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-02-26T21:00:07Z,2022,2,1287586,49217,4172,Ben Shapiro REACTS to Kamala Harris’ Biggest Fails
-Z75IQdhYAA,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-02-12T15:00:00Z,2022,2,6720082,228718,27665,Ben Shapiro REACTS to INSANE Woke TikToks | Volume 7
TOKrB6-iZ5M,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-02-10T03:00:08Z,2022,2,1378894,69858,10202,"Shapiro Reacts to ""Everything's Gonna Be All White"" Trailer"
-UYJoGDqicI,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-02-04T01:00:00Z,2022,2,1432729,62718,10127,Whoopi Goldberg Reportedly LIVID About Her Suspension
up6kTcB3A5I,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-02-01T23:31:32Z,2022,2,1336349,71591,12140,Shapiro Reacts to Whoopi Goldberg's INSANE Holocaust Remarks
cZaOKA8md30,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-01-16T18:00:11Z,2022,1,8591663,383751,13231,TikToker Invents New Pronouns — Ben Shapiro Reacts
HK7sDMAQjUM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-01-16T15:00:06Z,2022,1,3734114,203969,1580,LOL: CNN Gets TROLLED by Twitter Users
Os6SeVe4sw4,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-01-15T23:00:11Z,2022,1,7327266,357746,10225,Customer HARASSED For Pulling Mask Down Momentarily
zfbsNpx3dSE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-01-08T18:33:20Z,2022,1,3290003,142664,10244,Ben Shapiro REACTS to Insane Woke TikToks | Volume 6
_xsyirdPlpQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2022-01-02T21:00:24Z,2022,1,1384842,114623,5428,Satanist TikToker Identifies as a NIGHTMARE
7-TYq7nZRr0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-12-28T15:00:08Z,2021,12,1394464,67765,5711,Woke TikTokers Are Speaking New Languages
78rt9wOrx7M,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-12-26T18:00:03Z,2021,12,1762696,66404,3258,CRINGE: Jimmy Fallon Praises Joe Biden for Literally No Reason
DWMQcKqSa28,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-12-18T19:00:03Z,2021,12,1907208,69768,3683,Jordan Peterson Gives the Best Relationship Advice You’ll Ever Hear
3enLBUJ5Od0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-12-18T02:30:01Z,2021,12,3458923,132017,10640,Jordan Peterson's Thoughts on Transgenderism
po1cS4BsrSM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-12-04T19:00:12Z,2021,12,6179308,254761,26875,LOL: Ben Shapiro REACTS to INSANE Woke TikToks | Volume 5
QDiyWlGQkls,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-11-18T19:16:44Z,2021,11,7850516,166797,23763,"Ben Shapiro Q&A: Transgenderism Debate, Kyle Rittenhouse, CRT in Schools"
GF-6ghJ1xcE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-11-14T23:00:04Z,2021,11,2181568,60939,3843,THIS Is The WORST SNL Skit Ever Released
uBr98dr5fjc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-11-14T15:00:23Z,2021,11,2002007,120953,2551,Rittenhouse Prosecutor Has NO IDEA What He's Doing
sB1ukPf5axg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-11-13T23:00:33Z,2021,11,1937370,99807,2545,LOL: Joe Biden FALLS ASLEEP At Climate Conference
7EJeA8yLgqo,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-11-13T18:00:04Z,2021,11,4092317,190716,16608,Ben Shapiro REACTS to MORE Insane Woke TikToks | Volume 4
qhrNEVwBohs,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-10-17T22:00:16Z,2021,10,5770610,248105,17728,Are Chairs Fatphobic?
grYMNBsekCg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-10-17T14:00:13Z,2021,10,8106128,240593,14100,TikTok Teacher Reveals Sexuality to Students
lu-rR2o-rh0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-10-09T14:39:30Z,2021,10,4054026,206555,17150,LOL: Ben Shapiro REACTS to EVEN MORE Insane Woke TikToks
YwuALtKkLpk,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-10-03T22:00:12Z,2021,10,10857813,586418,41123,Shapiro Reacts to CONFUSING Pronouns TikTok
f_njOf8H_II,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-10-02T22:00:13Z,2021,10,10625822,421769,13988,LOL: TikToker Says Trump RUINED the American Flag
Ob4jPiIBvTc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-09-19T22:00:13Z,2021,9,5565278,230219,15079,Shapiro Reacts to CONFUSING Leftist TikTok
e7SnEzEzJbg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-09-18T22:00:11Z,2021,9,11311543,467632,23737,THIS Is Why You Should Never Use TikTok
c2RKwTltw64,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-09-17T14:45:04Z,2021,9,4783290,233620,8301,Ben Shapiro vs. Leftist on Authoritarianism
7OaWs29HKEU,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-09-08T22:00:03Z,2021,9,20303840,854761,22245,Ben Shapiro Reacts to Flat Earth TikTok
lAE0GBPQY_M,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-09-08T20:26:57Z,2021,9,16687976,677083,19422,Ben Shapiro on Abortion: Evil Is Still Evil Regardless of Politics
2j6Kk11HD_8,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-08-28T21:00:01Z,2021,8,5673813,204574,3508,Ben Shapiro Reveals the Problem with Feminism
PyhznzvnghY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-08-27T18:28:30Z,2021,8,11498019,442079,13621,Unbelievable Image From Biden's PATHETIC Afghanistan Speech
CjKIm_KzsyE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-08-27T17:36:21Z,2021,8,1168004,66239,10705,Ben Shapiro Breaks Down Biden's PATHETIC Afghanistan Speech
--8Ia3AdZ4Y,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-08-26T02:00:00Z,2021,8,1929961,93082,16673,Shapiro REACTS to TikToker Explaining Gender
R2gLpsYqANg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-08-24T23:55:50Z,2021,8,1006429,36967,5752,Ben Shapiro REACTS to Spider-Man: No Way Home Trailer
1UeHZ4V1xS0,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-07-26T22:05:55Z,2021,7,1001200,43659,8583,SHAPIRO REACTS: Tucker Carlson HARASSED By Crazy Leftist
LoVTPQQNg5o,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-07-23T22:19:47Z,2021,7,1153458,58101,10570,US Women’s Soccer Team Loses BADLY After Kneeling For BLM At Olympic Opener
w89etN8QqNQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-07-18T16:30:03Z,2021,7,6389674,148711,86266,Neil deGrasse Tyson's Thoughts on Transgenderism
vSlG2qZmMNg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-07-17T15:00:33Z,2021,7,4961016,226971,31113,LOL: Ben Shapiro Reacts to INSANE Woke TikToks
cxPAiALPYa8,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-07-13T23:08:51Z,2021,7,2864462,140830,34627,Transgender Parent Tries To Breastfeed Child in BIZARRE Viral Video
N-5XRjpS4PE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-06-28T23:00:38Z,2021,6,1296075,74841,16724,British Influencer Now Identifies as a Non-Binary Korean
4orZnV2xd0c,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-06-26T23:00:00Z,2021,6,5014208,215788,3055,Student Asks Shapiro: Should I Date a Leftist?
igZ11wuebHE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-06-15T14:54:39Z,2021,6,1759168,66158,3929,How to Respond When You’re Falsely Labeled a Racist
TiDR060Ho14,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-06-12T19:00:06Z,2021,6,1209081,65681,4665,WOKABULARY: How Well Does Ben Shapiro Know Woke Terms?!
dEoVzKyD_IM,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2021-06-05T19:00:08Z,2021,6,6241888,211691,40546,Here’s THE TRUTH About the Israeli-Palestinian Conflict (A Comprehensive History)
